policy_id,issue_age,duration_years,account_value,guarantee_base,product_type,equity_allocation,guarantee_moneyness
2462,60,12,112492.28,116375.7,FIA_UNCAPPED,0.767,0.967
2463,67,14,61430.77,62779.16,FIA_CAPPED,0.881,0.979
2464,73,10,50000.0,51724.95,VA_GMWB,0.381,0.967
2465,45,6,50000.0,60415.35,VA_GMAB,0.281,0.828
2466,60,10,74522.56,71669.46,VA_GMAB,0.55,1.04
2467,46,11,78419.52,93340.88,FIA_CAPPED,0.542,0.84
2468,62,3,105156.54,99704.3,FIA_CAPPED,0.277,1.055
2469,71,2,62096.96,76573.62,VA_GMAB,0.22,0.811
2470,67,4,50000.0,53859.49,VA_GMWB,0.296,0.928
2471,56,2,130053.46,120571.98,VA_GMAB,0.585,1.079
2472,48,12,60024.65,55810.44,VA_GMWB,0.989,1.076
2473,70,14,50000.0,59194.34,FIA_UNCAPPED,0.552,0.845
2474,74,8,80522.87,64418.3,FIA_UNCAPPED,0.921,1.25
2475,53,5,50000.0,45393.47,VA_GMAB,0.95,1.101
2476,66,7,113038.31,133424.32,FIA_UNCAPPED,0.566,0.847
2477,50,1,86835.51,99638.33,VA_GMWB,0.413,0.872
2478,72,2,105475.28,103403.55,FIA_CAPPED,0.779,1.02
2479,49,9,62091.43,51161.68,FIA_CAPPED,0.875,1.214
2480,63,3,50000.0,50299.19,VA_GMAB,0.226,0.994
2481,61,12,50000.0,56424.4,FIA_CAPPED,0.697,0.886
2482,68,3,52265.48,59538.87,FIA_UNCAPPED,0.976,0.878
2483,69,7,147131.9,123137.83,FIA_CAPPED,0.8,1.195
2484,64,5,50000.0,53885.19,VA_GMWB,0.579,0.928
2485,61,13,115142.99,136502.56,VA_GMWB,0.595,0.844
2486,73,1,65468.28,87255.07,FIA_CAPPED,0.279,0.75
2487,51,9,50000.0,50754.04,FIA_UNCAPPED,0.924,0.985
2488,62,1,67699.64,54159.71,VA_GMAB,0.667,1.25
2489,57,9,69051.29,79792.97,FIA_UNCAPPED,0.754,0.865
2490,54,13,50000.0,59331.18,VA_GMAB,0.397,0.843
2491,69,12,86435.72,105741.51,VA_GMWB,0.689,0.817
2492,67,8,50000.0,43867.46,VA_GMWB,0.941,1.14
2493,74,13,73985.46,66922.63,VA_GMWB,0.335,1.106
2494,70,12,50000.0,51989.29,FIA_UNCAPPED,0.648,0.962
2495,55,11,84476.01,89630.74,VA_GMWB,0.398,0.942
2496,59,11,50000.0,42350.13,VA_GMWB,0.397,1.181
2497,67,4,63972.01,70847.17,VA_GMWB,0.31,0.903
2498,68,3,50000.0,59365.05,VA_GMWB,0.49,0.842
2499,69,4,113301.2,108269.39,VA_GMWB,0.951,1.046
2500,67,5,55581.25,59735.6,FIA_UNCAPPED,0.97,0.93
2501,65,6,72683.18,73933.86,FIA_UNCAPPED,0.947,0.983
2502,69,10,95760.65,92470.7,FIA_UNCAPPED,0.684,1.036
2503,63,9,61663.48,68665.26,VA_GMWB,0.683,0.898
2504,63,11,81354.71,96049.19,VA_GMAB,0.419,0.847
2505,54,6,79430.92,81999.05,VA_GMWB,0.872,0.969
2506,57,2,52336.26,55023.11,VA_GMWB,0.466,0.951
2507,70,12,79638.91,89991.6,FIA_CAPPED,0.953,0.885
2508,71,10,50000.0,62952.2,VA_GMAB,0.873,0.794
2509,74,10,144603.25,158884.78,FIA_CAPPED,0.267,0.91
2510,68,4,75865.44,74859.66,VA_GMAB,0.524,1.013
2511,71,1,130818.43,104654.74,VA_GMAB,0.785,1.25
2512,73,5,64651.67,76710.65,FIA_CAPPED,0.455,0.843
2513,53,11,73245.71,59794.92,FIA_UNCAPPED,0.925,1.225
2514,61,4,69989.87,65062.68,VA_GMWB,0.265,1.076
2515,57,11,65137.12,80376.1,VA_GMWB,0.945,0.81
2516,53,9,77876.44,85398.42,VA_GMAB,0.748,0.912
2517,63,10,50000.0,51791.31,VA_GMAB,0.311,0.965
2518,61,5,50000.0,60028.12,FIA_UNCAPPED,0.613,0.833
2519,47,9,80669.32,88644.18,VA_GMWB,0.911,0.91
2520,64,1,58060.93,63622.15,FIA_CAPPED,0.43,0.913
2521,58,5,50000.0,50675.68,VA_GMAB,0.825,0.987
2522,50,1,50000.0,43203.07,VA_GMWB,0.803,1.157
2523,49,9,68532.38,79389.73,FIA_UNCAPPED,0.763,0.863
2524,57,7,86471.97,107982.02,FIA_CAPPED,0.465,0.801
2525,50,12,51165.21,67161.13,VA_GMAB,0.227,0.762
2526,48,8,61503.33,70513.97,FIA_CAPPED,0.562,0.872
2527,68,11,50000.0,50642.7,FIA_UNCAPPED,0.495,0.987
2528,71,1,58294.0,60223.23,VA_GMAB,0.818,0.968
2529,71,11,167536.55,173586.17,VA_GMWB,0.342,0.965
2530,71,1,97428.1,107578.84,FIA_UNCAPPED,0.929,0.906
2531,50,4,53205.49,59085.56,VA_GMWB,0.45,0.9
2532,60,4,96330.27,96109.7,FIA_CAPPED,0.365,1.002
2533,52,11,200077.38,160061.91,FIA_UNCAPPED,0.857,1.25
2534,68,5,97717.96,81309.51,VA_GMWB,0.809,1.202
2535,51,13,54483.77,49538.03,VA_GMAB,0.677,1.1
2536,71,11,118925.09,131212.61,VA_GMWB,0.611,0.906
2537,73,1,50000.0,46990.83,VA_GMWB,0.493,1.064
2538,47,5,57506.53,70390.67,VA_GMAB,0.38,0.817
2539,72,5,118663.99,101639.31,FIA_UNCAPPED,0.433,1.168
2540,52,7,57165.04,48003.37,FIA_CAPPED,0.71,1.191
2541,60,11,65920.71,60433.86,VA_GMWB,0.807,1.091
2542,57,14,55438.88,51950.06,FIA_CAPPED,0.905,1.067
2543,70,12,115271.83,107351.87,VA_GMAB,0.869,1.074
2544,52,9,50000.0,56303.33,VA_GMAB,0.394,0.888
2545,47,8,94359.84,102115.59,VA_GMWB,0.975,0.924
2546,62,14,50000.0,50011.02,FIA_CAPPED,0.776,1.0
2547,55,14,116361.41,126338.8,VA_GMWB,0.602,0.921
2548,74,8,56585.87,56676.89,VA_GMAB,0.9,0.998
2549,73,4,52862.09,58007.65,VA_GMWB,0.504,0.911
2550,48,10,69628.98,64460.81,VA_GMAB,0.816,1.08
2551,54,2,50000.0,54550.09,VA_GMWB,0.736,0.917
2552,52,6,112450.43,109288.39,VA_GMWB,0.813,1.029
2553,66,3,118236.58,118819.61,VA_GMWB,0.524,0.995
2554,57,4,132042.05,133218.89,FIA_CAPPED,0.252,0.991
2555,58,2,60918.21,70503.23,FIA_UNCAPPED,0.348,0.864
2556,49,9,60064.12,54897.64,FIA_CAPPED,0.783,1.094
2557,61,5,50000.0,52574.84,VA_GMAB,0.494,0.951
2558,61,2,56813.32,56742.91,VA_GMAB,0.871,1.001
2559,63,7,131196.07,139249.94,VA_GMAB,0.442,0.942
2560,73,7,50000.0,53094.05,VA_GMWB,0.239,0.942
2561,68,13,80050.96,71838.65,FIA_UNCAPPED,0.734,1.114
2562,68,10,58102.27,64248.26,VA_GMWB,0.401,0.904
2563,54,12,62579.0,65397.36,FIA_UNCAPPED,0.871,0.957
2564,64,3,50000.0,54365.79,FIA_CAPPED,0.924,0.92
2565,55,6,50000.0,50596.76,FIA_UNCAPPED,0.408,0.988
2566,73,5,78152.07,82267.68,VA_GMAB,0.353,0.95
2567,52,11,84057.85,81874.4,FIA_UNCAPPED,0.51,1.027
2568,53,8,60483.41,59262.83,VA_GMWB,0.67,1.021
2569,58,14,50000.0,57653.51,FIA_CAPPED,0.572,0.867
2570,63,8,56534.28,59807.67,FIA_CAPPED,0.614,0.945
2571,67,11,50000.0,64596.22,FIA_CAPPED,0.764,0.774
2572,54,6,50000.0,45014.0,VA_GMWB,0.696,1.111
2573,57,7,105680.22,131453.86,FIA_CAPPED,0.878,0.804
2574,57,5,50000.0,50158.8,VA_GMWB,0.308,0.997
2575,63,9,72997.8,82133.01,VA_GMAB,0.701,0.889
2576,68,4,50000.0,53082.53,VA_GMAB,0.969,0.942
2577,53,1,85396.94,95588.57,FIA_CAPPED,0.825,0.893
2578,54,1,50000.0,60659.14,FIA_UNCAPPED,0.904,0.824
2579,54,13,120642.33,119176.71,VA_GMWB,0.701,1.012
2580,58,2,50000.0,48719.47,FIA_CAPPED,0.874,1.026
2581,46,9,50000.0,51378.6,FIA_UNCAPPED,0.936,0.973
2582,70,11,97162.5,99739.83,VA_GMWB,0.384,0.974
2583,69,14,50000.0,58069.81,VA_GMAB,0.989,0.861
2584,65,4,50000.0,55727.97,VA_GMWB,0.865,0.897
2585,53,12,50738.56,43828.02,VA_GMAB,0.461,1.158
2586,55,10,54040.51,58432.36,FIA_UNCAPPED,0.757,0.925
2587,61,13,58234.42,46587.53,FIA_UNCAPPED,0.826,1.25
2588,49,7,50145.87,65338.43,VA_GMWB,0.892,0.767
2589,70,1,65590.52,93543.29,FIA_UNCAPPED,0.235,0.701
2590,52,2,50000.0,56552.48,VA_GMWB,0.883,0.884
2591,54,12,87470.77,95117.45,FIA_UNCAPPED,0.433,0.92
2592,66,9,105312.02,110757.68,VA_GMAB,0.675,0.951
2593,63,9,128601.85,147013.38,VA_GMAB,0.671,0.875
2594,67,2,74856.07,66016.52,FIA_CAPPED,0.742,1.134
2595,73,12,92271.42,112928.11,VA_GMAB,0.366,0.817
2596,56,4,67345.3,89451.56,FIA_CAPPED,0.61,0.753
2597,54,11,50000.0,53816.15,FIA_UNCAPPED,0.932,0.929
2598,55,6,87048.74,86867.17,VA_GMWB,0.951,1.002
2599,55,3,50000.0,45264.71,FIA_CAPPED,0.343,1.105
2600,54,7,50000.0,62754.33,FIA_CAPPED,0.858,0.797
2601,64,2,96623.69,117588.51,VA_GMAB,0.653,0.822
2602,58,5,52563.78,56576.01,FIA_CAPPED,0.683,0.929
2603,49,7,50000.0,51918.09,VA_GMAB,0.895,0.963
2604,64,7,50000.0,70090.33,VA_GMWB,0.617,0.713
2605,65,8,50000.0,50961.98,VA_GMWB,0.472,0.981
2606,65,11,50000.0,59542.38,FIA_CAPPED,0.388,0.84
2607,55,5,50000.0,61950.21,FIA_CAPPED,0.529,0.807
2608,73,10,69849.07,83478.99,VA_GMWB,0.855,0.837
2609,62,10,50000.0,56709.72,VA_GMAB,0.607,0.882
2610,54,10,56393.66,55909.76,FIA_CAPPED,0.395,1.009
2611,47,7,143652.75,159245.85,VA_GMAB,0.254,0.902
2612,72,4,90350.67,94416.84,VA_GMWB,0.975,0.957
2613,62,8,50000.0,40000.0,VA_GMAB,0.792,1.25
2614,45,12,95234.82,116542.14,VA_GMWB,0.671,0.817
2615,54,5,87131.31,76555.36,VA_GMWB,0.285,1.138
2616,55,10,50000.0,50525.48,FIA_CAPPED,0.33,0.99
2617,48,9,132631.51,128120.76,FIA_UNCAPPED,0.228,1.035
2618,62,13,50000.0,51493.78,VA_GMWB,0.422,0.971
2619,66,8,122363.09,109613.99,VA_GMWB,0.382,1.116
2620,47,2,96696.14,92263.74,VA_GMWB,0.922,1.048
2621,49,5,120913.3,114438.56,FIA_CAPPED,0.695,1.057
2622,57,9,61766.84,63913.43,VA_GMWB,0.282,0.966
2623,51,5,62775.82,66240.28,VA_GMAB,0.384,0.948
2624,60,4,69933.52,65438.03,VA_GMWB,0.455,1.069
2625,60,1,50000.0,53608.89,VA_GMWB,0.323,0.933
2626,55,8,53791.01,68716.9,VA_GMAB,0.713,0.783
2627,64,10,101376.25,131993.65,VA_GMWB,0.873,0.768
2628,64,12,50000.0,53093.83,FIA_UNCAPPED,0.299,0.942
2629,65,13,93190.19,74552.15,FIA_CAPPED,0.556,1.25
2630,57,9,57255.26,59946.98,FIA_CAPPED,0.433,0.955
2631,62,6,69154.42,73490.84,FIA_CAPPED,0.366,0.941
2632,57,12,66953.39,69572.75,FIA_UNCAPPED,0.591,0.962
2633,73,5,50636.0,53363.68,VA_GMWB,0.291,0.949
2634,59,4,80500.2,95798.44,VA_GMWB,0.956,0.84
2635,72,5,50000.0,47290.99,VA_GMWB,0.376,1.057
2636,50,5,86165.44,109072.55,VA_GMAB,0.54,0.79
2637,63,2,167773.52,184529.04,VA_GMWB,0.769,0.909
2638,47,9,113273.04,141880.61,VA_GMAB,0.997,0.798
2639,51,4,50000.0,47089.67,VA_GMAB,0.609,1.062
2640,52,8,50000.0,58073.53,FIA_UNCAPPED,0.879,0.861
2641,49,3,50000.0,49290.57,VA_GMAB,0.492,1.014
2642,55,10,53005.12,53693.5,VA_GMAB,0.465,0.987
2643,50,4,64231.25,67391.44,FIA_UNCAPPED,0.914,0.953
2644,66,12,50000.0,52979.63,VA_GMAB,0.983,0.944
2645,50,11,50000.0,51810.43,FIA_CAPPED,0.686,0.965
2646,67,13,78413.2,100303.55,FIA_UNCAPPED,0.996,0.782
2647,71,2,73207.19,89635.73,VA_GMAB,0.624,0.817
2648,50,8,56053.5,70967.08,VA_GMWB,0.817,0.79
2649,57,5,76650.08,66374.23,VA_GMWB,0.905,1.155
2650,48,14,61283.61,49026.89,VA_GMWB,0.462,1.25
2651,73,8,126245.8,129246.96,VA_GMWB,0.414,0.977
2652,72,2,57427.52,53181.19,VA_GMWB,0.407,1.08
2653,67,1,52362.61,43922.32,FIA_CAPPED,0.43,1.192
2654,66,2,52798.87,60969.4,FIA_UNCAPPED,0.309,0.866
2655,51,6,67023.9,76187.44,FIA_CAPPED,0.224,0.88
2656,55,3,50000.0,56829.9,VA_GMAB,0.225,0.88
2657,58,13,50000.0,55255.33,VA_GMWB,0.707,0.905
2658,46,11,50000.0,47659.62,VA_GMAB,0.833,1.049
2659,49,11,132197.16,149591.24,VA_GMAB,0.858,0.884
2660,55,11,66957.71,61774.27,VA_GMAB,0.685,1.084
2661,58,13,77512.11,89618.56,VA_GMAB,0.974,0.865
2662,57,12,50000.0,41366.09,VA_GMWB,0.989,1.209
2663,71,8,100345.93,120924.19,VA_GMAB,0.583,0.83
2664,68,9,50000.0,50958.55,VA_GMWB,0.768,0.981
2665,55,11,57527.96,69247.62,FIA_UNCAPPED,0.648,0.831
2666,73,6,73864.11,86124.48,FIA_CAPPED,0.987,0.858
2667,61,3,71756.45,86558.32,VA_GMAB,0.666,0.829
2668,55,13,74452.55,78686.9,VA_GMWB,0.873,0.946
2669,70,10,50000.0,49926.61,VA_GMWB,0.834,1.001
2670,68,13,50000.0,57025.12,FIA_UNCAPPED,0.738,0.877
2671,69,2,50000.0,47317.21,VA_GMWB,0.813,1.057
2672,60,2,50000.0,51914.54,VA_GMAB,0.204,0.963
2673,73,5,82098.14,66554.02,FIA_UNCAPPED,0.892,1.234
2674,57,6,59427.6,63712.87,VA_GMWB,0.417,0.933
2675,45,11,87754.47,86615.26,VA_GMWB,0.436,1.013
2676,47,6,92790.71,107714.78,VA_GMWB,0.351,0.861
2677,72,5,50000.0,69438.47,VA_GMAB,0.237,0.72
2678,68,8,50000.0,59529.8,VA_GMAB,0.289,0.84
2679,66,5,84850.18,79150.23,FIA_CAPPED,0.87,1.072
2680,71,13,111691.59,100509.8,VA_GMAB,0.551,1.111
2681,45,12,50000.0,44588.09,VA_GMAB,0.485,1.121
2682,68,8,50000.0,60818.52,VA_GMWB,0.617,0.822
2683,55,2,52667.19,47994.03,VA_GMWB,0.233,1.097
2684,57,1,59766.99,67215.24,VA_GMWB,0.806,0.889
2685,67,12,67338.3,69340.23,VA_GMAB,0.735,0.971
2686,46,10,82925.97,87563.78,VA_GMAB,0.911,0.947
2687,45,5,50000.0,52237.61,VA_GMWB,0.543,0.957
2688,64,10,50000.0,45477.9,FIA_CAPPED,0.304,1.099
2689,74,2,50000.0,56612.07,FIA_CAPPED,0.38,0.883
2690,56,4,261848.36,327817.82,FIA_CAPPED,0.56,0.799
2691,67,13,93640.18,102186.28,FIA_UNCAPPED,0.419,0.916
2692,69,4,50000.0,60782.72,VA_GMWB,0.251,0.823
2693,59,10,126490.09,134661.11,FIA_CAPPED,0.808,0.939
2694,63,10,98718.44,87266.73,VA_GMWB,0.553,1.131
2695,67,6,100497.29,121576.37,VA_GMAB,0.698,0.827
2696,73,3,63803.51,73997.18,VA_GMAB,0.452,0.862
2697,67,8,170920.91,193318.41,VA_GMWB,0.9,0.884
2698,66,7,65297.58,66151.48,VA_GMAB,0.791,0.987
2699,62,5,241049.41,294903.53,VA_GMAB,0.539,0.817
2700,68,7,105186.85,118984.09,FIA_CAPPED,0.694,0.884
2701,70,7,50000.0,54072.48,VA_GMWB,0.418,0.925
2702,67,12,50000.0,62004.52,VA_GMWB,0.43,0.806
2703,64,5,50000.0,58317.69,VA_GMWB,0.315,0.857
2704,46,12,52543.68,56205.51,VA_GMAB,0.329,0.935
2705,67,6,117550.33,99767.25,FIA_CAPPED,0.711,1.178
2706,51,6,50000.0,52670.41,VA_GMWB,0.676,0.949
2707,69,4,52234.93,61721.95,FIA_UNCAPPED,0.78,0.846
2708,58,3,110566.59,103041.27,FIA_CAPPED,0.928,1.073
2709,56,11,50000.0,52017.52,FIA_UNCAPPED,0.211,0.961
2710,61,9,50000.0,63653.82,FIA_UNCAPPED,0.276,0.785
2711,46,2,50000.0,43621.31,VA_GMAB,0.429,1.146
2712,67,13,50000.0,49877.83,FIA_UNCAPPED,0.737,1.002
2713,48,12,50390.08,52640.39,VA_GMWB,0.399,0.957
2714,57,14,95073.06,102391.14,VA_GMWB,0.446,0.929
2715,57,13,50000.0,59101.12,VA_GMWB,0.615,0.846
2716,48,4,50000.0,60034.87,VA_GMWB,0.274,0.833
2717,73,10,81289.11,80925.74,VA_GMAB,0.769,1.004
2718,49,12,80616.24,86859.86,VA_GMAB,0.972,0.928
2719,64,3,80302.27,71244.4,VA_GMAB,0.27,1.127
2720,69,8,90552.28,105060.64,VA_GMWB,0.546,0.862
2721,48,10,111150.88,104553.75,VA_GMWB,0.793,1.063
2722,57,13,86737.75,86551.86,VA_GMWB,0.943,1.002
2723,73,11,54748.41,56865.1,VA_GMWB,0.822,0.963
2724,70,4,50000.0,52327.17,FIA_CAPPED,0.974,0.956
2725,56,13,57494.99,64225.44,FIA_CAPPED,0.492,0.895
2726,49,9,50000.0,58812.36,VA_GMWB,0.83,0.85
2727,48,3,61836.81,70198.29,VA_GMAB,0.258,0.881
2728,63,7,55200.08,59208.62,FIA_UNCAPPED,0.216,0.932
2729,63,6,84580.72,94953.67,VA_GMWB,0.217,0.891
2730,46,14,76921.81,75638.69,VA_GMWB,0.853,1.017
2731,63,3,55836.44,63505.08,FIA_UNCAPPED,0.253,0.879
2732,57,12,146523.8,118980.29,VA_GMAB,0.503,1.231
2733,54,8,59222.46,70448.54,VA_GMWB,0.663,0.841
2734,51,6,50000.0,44081.92,FIA_CAPPED,0.762,1.134
2735,72,9,50000.0,40000.0,VA_GMWB,0.271,1.25
2736,69,7,59958.48,59596.38,VA_GMWB,0.838,1.006
2737,59,9,50000.0,68074.67,VA_GMWB,0.459,0.734
2738,55,12,73736.2,67197.18,VA_GMWB,0.593,1.097
2739,48,9,100510.8,131930.1,FIA_UNCAPPED,0.344,0.762
2740,72,4,63111.28,70592.71,FIA_UNCAPPED,0.974,0.894
2741,66,5,125783.22,100626.57,VA_GMWB,0.375,1.25
2742,59,14,66625.84,80204.48,VA_GMAB,0.208,0.831
2743,59,11,58437.13,57612.83,VA_GMAB,0.906,1.014
2744,46,11,67093.36,75759.3,VA_GMAB,0.817,0.886
2745,72,13,204718.21,163774.56,FIA_CAPPED,0.296,1.25
2746,50,11,70548.64,85199.26,VA_GMWB,0.918,0.828
2747,70,3,66742.78,86384.76,VA_GMWB,0.584,0.773
2748,60,6,50000.0,40000.0,VA_GMAB,0.384,1.25
2749,69,11,91013.48,116652.7,VA_GMWB,0.482,0.78
2750,52,7,110705.18,138507.19,VA_GMWB,0.255,0.799
2751,62,6,61348.01,66903.7,FIA_CAPPED,0.653,0.917
2752,71,10,72736.94,75157.35,VA_GMAB,0.737,0.968
2753,65,4,58924.05,67121.19,VA_GMAB,0.487,0.878
2754,58,9,50000.0,63742.95,VA_GMWB,0.92,0.784
2755,58,11,74355.43,64669.45,VA_GMAB,0.319,1.15
2756,58,13,50000.0,53577.66,VA_GMWB,0.452,0.933
2757,50,6,60976.34,65765.62,FIA_UNCAPPED,0.68,0.927
2758,48,4,80416.59,76663.51,VA_GMAB,0.814,1.049
2759,59,13,96997.47,100175.98,VA_GMAB,0.825,0.968
2760,67,13,50000.0,49839.21,VA_GMAB,0.643,1.003
2761,48,12,127091.35,147803.38,VA_GMAB,0.686,0.86
2762,55,8,58314.36,67087.77,VA_GMWB,0.386,0.869
2763,58,6,125680.65,117270.75,VA_GMAB,0.365,1.072
2764,73,12,50000.0,54229.07,VA_GMWB,0.352,0.922
2765,61,6,50000.0,57802.74,VA_GMWB,0.325,0.865
2766,71,3,50000.0,54914.56,FIA_UNCAPPED,0.352,0.911
2767,54,7,50000.0,40000.0,VA_GMAB,0.591,1.25
2768,54,10,69392.93,57247.7,FIA_CAPPED,0.893,1.212
2769,45,1,50000.0,44607.85,VA_GMWB,0.803,1.121
2770,61,10,50000.0,47532.28,VA_GMAB,0.275,1.052
2771,71,14,68043.72,73783.54,FIA_CAPPED,0.415,0.922
2772,52,9,50000.0,44038.95,VA_GMAB,0.617,1.135
2773,49,5,79346.62,94222.51,VA_GMWB,0.95,0.842
2774,57,1,128677.26,102941.81,FIA_UNCAPPED,0.4,1.25
2775,63,14,105697.36,109985.51,VA_GMWB,0.74,0.961
2776,66,1,96029.43,102791.54,VA_GMAB,0.245,0.934
2777,73,12,50000.0,67727.36,FIA_UNCAPPED,0.977,0.738
2778,56,9,116294.96,110460.8,FIA_CAPPED,0.469,1.053
2779,68,5,50000.0,41159.21,FIA_UNCAPPED,0.434,1.215
2780,67,13,50000.0,66357.22,VA_GMAB,0.275,0.753
2781,63,6,109197.99,91644.36,VA_GMWB,0.758,1.192
2782,67,7,50000.0,59513.77,FIA_CAPPED,0.655,0.84
2783,49,8,50000.0,62585.36,VA_GMWB,0.799,0.799
2784,66,11,130068.38,126068.94,FIA_UNCAPPED,0.543,1.032
2785,68,6,50000.0,53781.18,VA_GMWB,0.52,0.93
2786,59,9,98897.85,83821.79,FIA_UNCAPPED,0.382,1.18
2787,60,10,61287.13,62693.34,FIA_CAPPED,0.51,0.978
2788,49,11,64151.6,78665.54,VA_GMWB,0.293,0.815
2789,62,1,124654.39,126572.66,FIA_CAPPED,0.31,0.985
2790,49,2,56795.17,50079.94,FIA_UNCAPPED,0.251,1.134
2791,64,12,58484.71,46787.77,VA_GMAB,0.757,1.25
2792,70,8,69092.35,71615.82,VA_GMAB,0.574,0.965
2793,58,1,157921.73,161709.36,VA_GMWB,0.612,0.977
2794,65,11,50000.0,47783.88,FIA_UNCAPPED,0.827,1.046
2795,63,5,122398.31,105295.31,VA_GMWB,0.776,1.162
2796,57,7,58146.25,61142.3,VA_GMWB,0.25,0.951
2797,61,13,127190.02,115565.63,VA_GMAB,0.596,1.101
2798,59,12,50000.0,47362.33,VA_GMAB,0.778,1.056
2799,57,13,50000.0,43518.43,VA_GMWB,0.79,1.149
2800,70,13,100244.13,124207.31,VA_GMWB,0.388,0.807
2801,67,13,50000.0,57160.48,FIA_UNCAPPED,0.479,0.875
2802,71,11,50000.0,59238.46,FIA_UNCAPPED,0.255,0.844
2803,45,8,50000.0,55228.11,VA_GMAB,0.926,0.905
2804,49,8,80802.8,91475.95,FIA_UNCAPPED,0.698,0.883
2805,51,8,104816.88,108227.77,FIA_CAPPED,0.27,0.968
2806,71,11,50000.0,52322.38,FIA_CAPPED,0.292,0.956
2807,59,9,104157.57,143835.65,VA_GMAB,0.398,0.724
2808,53,4,78670.57,80352.62,FIA_UNCAPPED,0.918,0.979
2809,64,9,50000.0,63076.58,VA_GMWB,0.317,0.793
2810,45,10,50000.0,40000.0,VA_GMAB,0.627,1.25
2811,57,6,53038.8,42431.04,VA_GMWB,0.741,1.25
2812,63,13,88382.27,98787.58,VA_GMAB,0.683,0.895
2813,47,13,50000.0,59542.95,VA_GMWB,0.634,0.84
2814,49,6,50000.0,50056.29,FIA_UNCAPPED,0.966,0.999
2815,56,3,50000.0,59024.31,VA_GMAB,0.68,0.847
2816,70,4,50000.0,55263.55,FIA_UNCAPPED,0.412,0.905
2817,59,1,50000.0,60794.43,VA_GMWB,0.431,0.822
2818,72,11,53142.58,45660.28,FIA_UNCAPPED,0.534,1.164
2819,51,3,50000.0,44688.29,VA_GMAB,0.631,1.119
2820,65,10,51573.55,62152.46,FIA_UNCAPPED,0.955,0.83
2821,68,10,154928.8,173541.9,FIA_UNCAPPED,0.218,0.893
2822,49,8,63351.61,60887.02,VA_GMWB,0.423,1.04
2823,59,1,53109.26,50004.29,VA_GMAB,0.215,1.062
2824,54,11,50000.0,64480.23,FIA_CAPPED,0.53,0.775
2825,58,8,67412.07,71089.02,VA_GMAB,0.201,0.948
2826,62,7,55509.41,54587.61,FIA_CAPPED,0.325,1.017
2827,54,3,223051.68,247631.72,VA_GMWB,0.994,0.901
2828,45,7,68883.44,55106.75,VA_GMWB,0.49,1.25
2829,66,13,50000.0,43968.09,VA_GMAB,0.971,1.137
2830,60,1,51570.78,41256.63,VA_GMWB,0.352,1.25
2831,48,10,50000.0,51091.46,VA_GMAB,0.314,0.979
2832,71,1,50000.0,62258.78,VA_GMWB,0.992,0.803
2833,72,5,95715.81,102225.17,VA_GMWB,0.877,0.936
2834,52,9,133433.11,156110.1,VA_GMWB,0.401,0.855
2835,48,10,50000.0,48231.47,VA_GMWB,0.6,1.037
2836,54,11,53371.96,49750.13,FIA_CAPPED,0.756,1.073
2837,57,6,179015.14,177339.72,VA_GMAB,0.566,1.009
2838,69,1,92768.56,93812.41,VA_GMWB,0.595,0.989
2839,49,12,50000.0,53188.36,VA_GMWB,0.994,0.94
2840,48,5,50000.0,61583.66,FIA_CAPPED,0.296,0.812
2841,49,13,50000.0,70935.61,VA_GMAB,0.236,0.705
2842,73,11,72755.46,82318.02,VA_GMAB,0.913,0.884
2843,67,11,50000.0,61407.51,FIA_CAPPED,0.823,0.814
2844,72,5,50000.0,56709.41,FIA_UNCAPPED,0.488,0.882
2845,69,14,50000.0,60526.98,FIA_CAPPED,0.406,0.826
2846,73,3,125137.59,144100.64,FIA_UNCAPPED,0.524,0.868
2847,60,14,50000.0,61535.38,VA_GMAB,0.266,0.813
2848,59,8,60049.14,72610.6,VA_GMWB,0.916,0.827
2849,47,5,67898.29,78452.5,FIA_UNCAPPED,0.655,0.865
2850,56,7,53813.94,74284.32,VA_GMAB,0.347,0.724
2851,55,1,50000.0,52812.3,FIA_UNCAPPED,0.994,0.947
2852,72,5,89296.49,115731.75,VA_GMWB,0.751,0.772
2853,51,8,67905.24,74152.62,VA_GMAB,0.224,0.916
2854,47,8,50000.0,48633.92,FIA_UNCAPPED,0.557,1.028
2855,67,2,68089.18,68842.67,VA_GMWB,0.35,0.989
2856,71,12,50000.0,47730.79,FIA_CAPPED,0.248,1.048
2857,56,4,217495.07,229853.92,FIA_UNCAPPED,0.309,0.946
2858,64,8,126856.53,142505.88,VA_GMAB,0.501,0.89
2859,52,3,131358.24,138374.35,VA_GMWB,0.48,0.949
2860,67,13,72088.08,76010.82,VA_GMWB,0.74,0.948
2861,67,5,50000.0,60656.75,FIA_UNCAPPED,0.329,0.824
2862,51,6,50000.0,53223.55,VA_GMAB,0.527,0.939
2863,66,8,57026.92,47693.31,VA_GMWB,0.96,1.196
2864,47,9,56227.04,53628.32,VA_GMWB,0.386,1.048
2865,71,2,64200.63,64277.18,VA_GMAB,0.657,0.999
2866,59,7,55665.19,63595.59,VA_GMWB,0.255,0.875
2867,59,3,50000.0,48929.88,FIA_UNCAPPED,0.841,1.022
2868,74,6,50000.0,55830.2,VA_GMWB,0.325,0.896
2869,45,14,89707.13,89085.23,VA_GMAB,0.268,1.007
2870,57,2,93041.16,82970.22,FIA_CAPPED,0.676,1.121
